5,0.003,0.042
10,0.003,0.01
20,0.008,0.013
30,0.015,0.014
40,0.024,0.025
50,0.043,0.031
60,0.062,0.036
70,0.1,0.05
80,0.14,0.062
90,0.315,0.108
100,0.246,0.104
100,0.248,0.088
200,1.571,0.336
300,5.013,0.733
400,10.957,1.41
500,22.053,2.019
600,37.053,3.488
700,59.261,4.303
800,98.105,7.228
900,130.042,8.865
1000,165.847,10.914
1100,234.969,12.922
1200,316.495,17.089
1300,378.328,18.333
1400,450.019,19.887
1500,586.113,30.055
1600,658.473,38.463
1700,762.883,38.595
1800,905.708,47.868
1900,1094.46,59.452
2000,1278.32,62.712
2100,1436.34,73.138
2200,1684.16,78.574
2300,1951.13,90.428
2400,2180.64,96.208
2500,2475.79,106.65
2600,2834.2,114.575
2700,3193.53,132.205
2800,3687.78,138.697
2900,3947.43,161.349
3000,4393.17,171.05
3100,4702.03,187.718
3200,5353.91,182.056
3300,6016.88,215.488
3400,6288.35,217.303
3500,7394.45,248.614
3600,7485.07,260.352
3700,7995.59,278.304
3800,8741.01,287.608
3900,9339.6,303.54
4000,10217.8,319.083
4100,10971.7,347.129
4200,11621.2,362.45
4300,12535.7,378.044
4400,13463.8,398.519
4500,14427.4,414.341
4600,15345.2,438.589
4700,16428.4,456.541
4800,17385.6,478.132
4900,18439.4,497.793
5000,19807.9,519.984
5100,20879.3,544.271
5200,22280.4,583.398
5300,23303.8,598.504
5400,25711.6,617.249
5500,27304.5,668.209
5600,29412.1,666.587
5700,30201.7,708.159
5800,32402.9,728.179
5900,33788.5,774.835
6000,35519.4,847.11
6100,35415.6,838.131
6200,38290.4,852.397
6300,40400.5,866.049
6400,42125.5,1141.41
6500,42592.9,961.879
6600,45339.6,976.795
6700,48704.7,1030.27
6800,51235.4,1075.16
6900,51270.9,1090.05
7000,55072.3,1137.16
7100,59086.8,1122.48
7200,61852.3,1252.83
7300,60215.3,1221.36
7400,63141.1,1250.77
7500,65300,1309.16
7600,67685.2,1331.42
7700,71284.5,1374.1
7800,73618.7,1414.66
7900,77806.5,1435.08
8000,81568.8,1590.02
8100,84358,1525.67
8200,86224.9,1652.09
8300,88365.8,1596.41
8400,91162.9,1675.43
8500,98521.2,1717.57
8600,98116.1,1724.31
8700,102387,1843.82
8800,107487,1855.34
8900,112284,2023.66
9000,114237,1932.99
9100,117524,1992.95
9200,120824,2022.07
9300,123695,2076.35
9400,129485,2094.89
9500,134641,2248.18
9600,136378,2469.32
9700,142588,2315.51
9800,146751,2294.63
9900,150993,2360.85
10000,154632,2544.73
